artist_name,ms_played
The Beatles,336.16237555555557
The Killers,294.32125444444443
John Mayer,201.44984527777777
Bob Dylan,158.18233222222221
Paul McCartney,99.26510277777778
Howard Shore,96.9251875
The Strokes,88.19678305555556
The Rolling Stones,85.5325025
Pink Floyd,72.36995611111111
Led Zeppelin,68.98285527777777
